,product_id,title,image,price,description,images,url,brand,availability,models
0,burgundy-ff-hoodie-outfit,Burgundy Ff Hoodie Outfit,https://foreignfortune.com/cdn/shop/products/DF8A6C33-21E5-462C-A0BF-6ED3981A9057_1200x1200.jpeg?v=1540648365,120.0,"Foreign Fortune Clothing Is A Unisex Clothing Line That Provides Top Quality Products At Affordable Prices. We Also Do Customized Outfits And Wholesale Orders. We Take Pride In Great Customer Service! We Are Located In FairLane Mall ( Dearborn, Michigan ) On The 3rd Floor Next To Jimmy Jazz. Please Check Us Out :)",[],https://foreignfortune.com/products/burgundy-ff-hoodie-outfit,Foreign Fortune Clothing,InStock,"{'variants': [{'id': '17604992598073', 'image': 'http://foreignfortune.com/cdn/shop/products/DF8A6C33-21E5-462C-A0BF-6ED3981A9057_1280x.jpeg?v=1540648365', 'price': '120.0', 'colour': '', 'size': 'S'}]}"
